1|4300000001
2|4300000001
3|4300000002
4|4300000002
5|4300000003
6|4300000003
7|4300000004
8|4300000004
9|4300000005
10|4300000005
11|4300000006
12|4300000006
13|4300000007
14|4300000007
15|4300000008
16|4300000008
17|4300000009
18|4300000009
19|4300000010
20|4300000010
21|4300000011
22|4300000011
23|4300000012
24|4300000012
25|4300000013
26|4300000013
27|4300000014
28|4300000014
29|4300000015
30|4300000015
31|4300000016
32|4300000016
33|4300000017
34|4300000017
35|4300000018
36|4300000018
37|4300000019
38|4300000019
39|4300000020
40|4300000020
41|4300000021
42|4300000021
43|4300000022
44|4300000022
45|4300000023
46|4300000023
47|4300000024
48|4300000024
49|4300000025
50|4300000025
51|4300000026
52|4300000026
53|4300000027
54|4300000027
55|4300000028
56|4300000028
57|4300000029
58|4300000029
59|4300000030
60|4300000030
61|4300000031
62|4300000031
63|4300000032
64|4300000032
65|4300000033
66|4300000033
67|4300000034
68|4300000034
69|4300000035
70|4300000035
71|4300000036
72|4300000036
73|4300000037
74|4300000037
75|4300000038
76|4300000038
77|4300000039
78|4300000039
79|4300000040
80|4300000040
81|4300000041
82|4300000041
83|4300000042
84|4300000042
85|4300000043
86|4300000043
87|4300000044
88|4300000044
89|4300000045
90|4300000045
91|4300000046
92|4300000046
93|4300000047
94|4300000047
95|4300000048
96|4300000048
97|4300000049
98|4300000049
99|4300000050
100|4300000050
101|4300000051
102|4300000051
103|4300000052
104|4300000052
105|4300000053
106|4300000053
107|4300000054
108|4300000054
109|4300000055
110|4300000055
111|4300000056
112|4300000056
113|4300000057
114|4300000057
115|4300000058
116|4300000058
117|4300000059
118|4300000059
119|4300000060
120|4300000060
121|4300000061
122|4300000061
123|4300000062
124|4300000062
125|4300000063
126|4300000063
127|4300000064
128|4300000064
129|4300000065
130|4300000065
131|4300000066
132|4300000066
133|4300000067
134|4300000067
135|4300000068
136|4300000068
137|4300000069
138|4300000069
139|4300000070
140|4300000070
141|4300000071
142|4300000071
143|4300000072
144|4300000072
145|4300000073
146|4300000073
147|4300000074
148|4300000074
149|4300000075
150|4300000075
151|4300000076
152|4300000076
153|4300000077
154|4300000077
155|4300000078
156|4300000078
157|4300000079
158|4300000079
159|4300000080
160|4300000080
161|4300000081
162|4300000081
163|4300000082
164|4300000082
165|4300000083
166|4300000083
167|4300000084
168|4300000084
169|4300000085
170|4300000085
171|4300000086
172|4300000086
173|4300000087
174|4300000087
175|4300000088
176|4300000088
177|4300000089
178|4300000089
179|4300000090
180|4300000090
181|4300000091
182|4300000091
183|4300000092
184|4300000092
185|4300000093
186|4300000093
187|4300000094
188|4300000094
189|4300000095
190|4300000095
191|4300000096
192|4300000096
193|4300000097
194|4300000097
195|4300000098
196|4300000098
197|4300000099
198|4300000099
199|4300000100
200|4300000100
201|4300000101
202|4300000101
203|4300000102
204|4300000102
205|4300000103
206|4300000103
207|4300000104
208|4300000104
209|4300000105
210|4300000105
211|4300000106
212|4300000106
213|4300000107
214|4300000107
215|4300000108
216|4300000108
217|4300000109
218|4300000109
219|4300000110
220|4300000110
221|4300000111
222|4300000111
223|4300000112
224|4300000112
225|4300000113
226|4300000113
227|4300000114
228|4300000114
229|4300000115
230|4300000115
231|4300000116
232|4300000116
233|4300000117
234|4300000117
235|4300000118
236|4300000118
237|4300000119
238|4300000119
239|4300000120
240|4300000120
241|4300000121
242|4300000121
243|4300000122
244|4300000122
245|4300000123
246|4300000123
247|4300000124
248|4300000124
249|4300000125
250|4300000125
251|4300000126
252|4300000126
253|4300000127
254|4300000127
255|4300000128
256|4300000128
257|4300000129
258|4300000129
259|4300000130
260|4300000130
261|4300000131
262|4300000131
263|4300000132
264|4300000132
265|4300000133
266|4300000133
267|4300000134
268|4300000134
269|4300000135
270|4300000135
271|4300000136
272|4300000136
273|4300000137
274|4300000137
275|4300000138
276|4300000138
277|4300000139
278|4300000139
279|4300000140
280|4300000140
281|4300000141
282|4300000141
283|4300000142
284|4300000142
285|4300000143
286|4300000143
287|4300000144
288|4300000144
289|4300000145
290|4300000145
291|4300000146
292|4300000146
293|4300000147
294|4300000147
295|4300000148
296|4300000148
297|4300000149
298|4300000149
299|4300000150
300|4300000150
